Word                Fre/%
is                1.1615743363989015
was                1.090964564355141
said                1.0138168504554765
he                0.9863574946606809
it                0.9806912783855642
with                0.899184936581964
eu                0.8795711110142527
be                0.813319966874428
have                0.7841171599180577
we                0.7819378459660898
i                0.7021749553240639
will                0.6668700693021836
has                0.6106437693414114
are                0.6041058274855076
not                0.5836202763370092
his                0.5670574903020529
leave                0.5348036438129278
britain                0.5265222507954496
would                0.526086388005056
vote                0.5156256810356099
but                0.5047291112757704
they                0.47814148106176174
mr                0.4628862833979864
who                0.4519897136381467
people                0.45111798805735953
brexit                0.4406572810879136
referendum                0.4284531229568932
her                0.4166848276162664
their                0.4162489648258728
our                0.41232619971233053
been                0.401429629952491
she                0.3957634136773744
had                0.39532755088698074
remain                0.39184064856383216
if                0.3465109183628994
cameron                0.3465109183628994
campaign                0.323846053262433
there                0.3212308765200715
were                0.3046680904851153
european                0.2994377370003923
uk                0.2828749509654361
today                0.27851632306150026
all                0.27633700910953235
more                0.2732859695767772
could                0.2689273416728414
minister                0.2610818114457569
which                0.2602100858649697
one                0.2602100858649697
per                0.2571590463322146
cent                0.25323628121867237
also                0.24844179052434293
cox                0.24669833936276858
you                0.24582661378198142
country                0.2449548882011943
europe                0.23100727890859957
last                0.22969969053741884
labour                0.2275203765854509
what                0.22664865100466372
london                0.21705966961600487
mp                0.21488035566403696
british                0.21008586496970755
voters                0.20485551148498454
think                0.19918929520986792
when                0.19875343241947435
prime                0.1943948045155385
two                0.19265135335396416
can                0.1922154905635706
no                0.191779627773177
its                0.19003617661160266
than                0.1887285882404219
leader                0.18524168591727325
johnson                0.18480582312687965
right                0.17652443010940155
now                0.176088567319008
just                0.17390925336704005
year                0.17042235104389136
david                0.1691147626727106
union                0.16867889988231705
party                0.16867889988231705
us                0.16301268360720045
immigration                0.1590899184936582
time                0.15778233012247744
because                0.15734646733208388
result                0.15211611384736085
make                0.14993679989539294
being                0.14950093710499934
should                0.14906507431460575
made                0.14906507431460575
may                0.1447064464106699
told                0.14252713245870202
very                0.14121954408752124
many                0.13947609292594693
some                0.137296778973979
years                0.13642505339319183
tory                0.13598919060279824
other                0.1342457394412239
first                0.13380987665083033
while                0.13337401386043674
mrs                0.13293815107004314
my                0.1290153859565009
government                0.12814366037571373
world                0.12727193479492657
new                0.12552848363335223
day                0.12378503247177788
going                0.12334916968138429
only                0.12291330689099071
added                0.12247744410059715
left                0.11986226735823562
mps                0.11986226735823562
him                0.11899054177744844
decision                0.1181188161966613
get                0.1181188161966613
where                0.1181188161966613
former                0.1176829534062677
way                0.11681122782548055
pictured                0.11637536503508696
take                0.11637536503508696
thursday                0.11637536503508696
them                0.11637536503508696
how                0.11419605108311903
stay                0.11332432550233186
like                0.11288846271193828
political                0.11288846271193828
morning                0.11201673713115111
corbyn                0.11114501155036394
put                0.10983742317918319
say                0.10983742317918319
final                0.1094015603887896
across                0.10852983480800243
against                0.10852983480800243
want                0.10678638364642812
night                0.1046070696944602
around                0.10373534411367302
man                0.10242775574249227
farage                0.1011201673713115
yesterday                0.10024844179052435
outside                0.09937671620973718
moment                0.09937671620973718
most                0.0989408534193436
week                0.0989408534193436
economy                0.09545395109619492
even                0.09414636272501416
public                0.09371049993462058
debate                0.0928387743538334
any                0.09240291156343983
polls                0.09240291156343983
polling                0.09240291156343983
support                0.09109532319225908
work                0.0906594604018655
economic                0.08978773482107832
voted                0.08935187203068475
control                0.08891600924029115
much                0.0876084208691104
england                0.08717255807871682
go                0.08717255807871682
saying                0.08586496970753607
own                0.08542910691714249
future                0.0849932441267489
part                0.0845573813363553
trump                0.0845573813363553
scotland                0.0845573813363553
market                0.08412151854596174
boris                0.08412151854596174
brussels                0.08368565575556815
united                0.08368565575556815
gove                0.0823780673843874
markets                0.0823780673843874
secretary                0.08150634180360022
between                0.08063461622281305
three                0.0797628906420259
see                0.07889116506123872
young                0.07889116506123872
trade                0.07845530227084513
leaving                0.07845530227084513
hit                0.07758357669005797
long                0.07758357669005797
believe                0.07714771389966439
warned                0.07584012552848364
bank                0.07540426273809005
children                0.07540426273809005
poster                0.07540426273809005
news                0.07496839994769647
did                0.07496839994769647
come                0.07496839994769647
need                0.07496839994769647
family                0.07366081157651572
member                0.07366081157651572
here                0.07366081157651572
parliament                0.07366081157651572
festival                0.07366081157651572
pro                0.07322494878612212
came                0.07278908599572854
great                0.07278908599572854
far                0.07278908599572854
including                0.07191736041494139
such                0.0714814976245478
clear                0.0710456348341542
another                0.0710456348341542
home                0.07060977204376062
osborne                0.07060977204376062
change                0.07017390925336704
point                0.06973804646297346
too                0.06973804646297346
set                0.06886632088218629
despite                0.0684304580917927
house                0.06755873251100554
president                0.06712286972061195
re                0.06712286972061195
these                0.06668700693021837
close                0.06668700693021837
took                0.06668700693021837
well                0.06668700693021837
election                0.0658152813494312
both                0.0658152813494312
chief                0.06537941855903762
death                0.06537941855903762
hours                0.06494355576864402
pound                0.06450769297825044
friday                0.06450769297825044
financial                0.06363596739746329
good                0.06363596739746329
seen                0.0632001046070697
must                0.0632001046070697
free                0.06276424181667611
jeremy                0.06276424181667611
life                0.062328379026282535
win                0.062328379026282535
me                0.06189251623588894
whether                0.06189251623588894
countries                0.061456653445495356
your                0.061456653445495356
leadership                0.061456653445495356
why                0.06102079065510177
street                0.06102079065510177
know                0.06102079065510177
together                0.060584927864708184
tweeted                0.060584927864708184
shows                0.059713202283921026
campaigning                0.05927733949352744
until                0.05884147670313385
better                0.05884147670313385
twitter                0.058405613912740274
membership                0.058405613912740274
days                0.05796975112234669
place                0.05796975112234669
plough                0.05796975112234669
months                0.0575338883319531
again                0.0575338883319531
chancellor                0.057098025541559516
old                0.057098025541559516
since                0.05666216275116593
amid                0.05622629996077235
within                0.05622629996077235
west                0.055790437170378765
