Word                Fre/%
is                1.763066916403418
it                1.2738438027079664
eu                1.0269026119855003
be                0.9784462273909034
have                0.9038979433992154
are                0.8964431150000465
has                0.8097807348597095
i                0.8013940529467683    
we                0.7827569819127226
was                0.7352324508680216
but                0.7343005973181255
not                0.7324368902183332
he                0.6774575307744635
would                0.6765256772245674
from                0.6550930455769571
by                0.6504337778274767
this                0.6336604139293468
will                0.5935907112838147
leave                0.5889314435343341
they                0.5833403222349576
said                0.5414069124896331
vote                0.53022466989088
if                0.5050646240436854
been                0.46499492139815307
more                0.4538126787993999
people                0.45288082524950374
about                0.4519489716996077
our                0.43238004715178957
you                0.41560668325365985
referendum                0.41187926905407546
their                0.40256073355511446
remain                0.3951059051559457
britain                0.3951059051559457
who                0.388582930306673
there                0.3811281019075042
uk                0.379264394807712
all                0.3615591773596861
his                0.36062732380979007
one                0.3419902528118681
brexit                0.3391946921621798
had                0.33267171731290707
what                0.33267171731290707
than                0.32614874246363446
out                0.3140346463149851
which                0.30844352501560857
its                0.293533868217271
campaign                0.293533868217271
were                0.27303309011955684
can                0.2571915797713232
when                0.25160045847194656
no                0.24321377652288165
europe                0.24135006942308948
european                0.23948636232329729
could                0.2310996803742324
us                0.23016782682433629
british                0.21525817002599873
country                0.21246260937631042
my                0.2068714880769338
many                0.20593963452703773
after                0.19289368482849234
some                0.18916627062890795
like                0.18823441707901187
other                0.18730256352911578
most                0.18730256352911578
how                0.18543885642932356
because                0.18450700287942748
cameron                0.18171144222973917
now                0.1761203209303626
immigration                0.17518846738046648
should                0.17425661383057037
them                0.17425661383057037
time                0.17332476028067428
only                0.170529199630986
much                0.170529199630986
back                0.1695973460810899
those                0.1677336389812977
labour                0.1668017854314016
think                0.1668017854314016
make                0.1658699318815055
last                0.1649380783316094
political                0.1640062247817133
she                0.16307437123181723
may                0.161210664132025
years                0.16027881058212892
just                0.1584151034823367
way                0.1565513963825445
says                0.15468768928275234
even                0.14909656798337573
say                0.14164173958420695
debate                0.14070988603431084
want                0.14070988603431084
any                0.13977803248441473
voters                0.13977803248441473
being                0.13698247183472645
against                0.13605061828483037
better                0.13605061828483037
it’s                0.13511876473493425
her                0.13325505763514206
economic                0.13325505763514206
such                0.13139135053534987
where                0.13045949698545375
market                0.12952764343555767
very                0.12952764343555767
before                0.12580022923597328
me                0.12486837568607717
world                0.12393652213618107
take                0.12207281503638888
two                0.12207281503638888
your                0.12207281503638888
see                0.12020910793659668
made                0.12020910793659668
don’t                0.11741354728690839
party                0.11741354728690839
know                0.11648169373701228
still                0.11648169373701228
both                0.1127542795374279
get                0.1127542795374279
economy                0.1118224259875318
minister                0.1108905724376357
too                0.10995871888773961
between                0.1090268653378435
new                0.10809501178794739
week                0.10809501178794739
work                0.10716315823805131
why                0.10716315823805131
well                0.10436759758836302
off                0.10436759758836302
while                0.1034357440384669
right                0.10250389048857081
leaving                0.10157203693867473
johnson                0.10064018338877861
year                0.10064018338877861
public                0.0997083298388825
first                0.0997083298388825
going                0.0997083298388825
union                0.0997083298388825
countries                0.09877647628898642
part                0.09784462273909032
former                0.09691276918919423
day                0.09691276918919423
go                0.09598091563929813
good                0.09504906208940203
own                0.09504906208940203
trade                0.09504906208940203
gove                0.09225350143971374
leader                0.09132164788981763
less                0.09132164788981763
far                0.09038979433992153
prime                0.09038979433992153
since                0.08852608724012934
need                0.08852608724012934
london                0.08759423369023324
believe                0.08759423369023324
might                0.08759423369023324
whether                0.08759423369023324
politicians                0.08759423369023324
ireland                0.08666238014033714
stay                0.08573052659044106
result                0.08573052659044106
david                0.08479867304054495
does                0.08479867304054495
england                0.08479867304054495
government                0.08479867304054495
cox                0.08479867304054495
support                0.08386681949064885
saying                0.08386681949064885
politics                0.08293496594075275
working                0.08200311239085666
farage                0.08200311239085666
great                0.08107125884096056
side                0.08107125884096056
come                0.08013940529106446
long                0.08013940529106446
never                0.08013940529106446
boris                0.07920755174116835
days                0.07920755174116835
corbyn                0.07920755174116835
markets                0.07920755174116835
him                0.07827569819127225
future                0.07641199109148007
national                0.07641199109148007
likely                0.07548013754158396
same                0.07548013754158396
few                0.07548013754158396
financial                0.07454828399168786
towards                0.07454828399168786
things                0.07454828399168786
become                0.07454828399168786
here                0.07361643044179177
every                0.07361643044179177
event                0.07268457689189567
change                0.07268457689189567
however                0.07268457689189567
britain’s                0.07082086979210347
end                0.07082086979210347
business                0.07082086979210347
together                0.07082086979210347
member                0.06988901624220736
thursday                0.06988901624220736
another                0.06895716269231128
mp                0.06802530914241518
big                0.06802530914241518
argument                0.06802530914241518
across                0.06802530914241518
always                0.06709345559251909
must                0.06709345559251909
i’m                0.06709345559251909
around                0.06709345559251909
bank                0.06709345559251909
question                0.06616160204262297
voting                0.06616160204262297
am                0.06616160204262297
single                0.06522974849272688
without                0.06522974849272688
through                0.06522974849272688
left                0.0642978949428308
fear                0.0642978949428308
told                0.0642978949428308
yet                0.06336604139293468
jobs                0.06336604139293468
next                0.06336604139293468
feel                0.06336604139293468
decision                0.06336604139293468
life                0.062434187843038585
policy                0.062434187843038585
pound                0.062434187843038585
best                0.061502334293142495
tory                0.060570480743246384
movement                0.060570480743246384
membership                0.060570480743246384
look                0.058706773643454196
though                0.058706773643454196
control                0.0577749200935581
northern                0.0577749200935581
pro                0.0577749200935581
put                0.056843066543661995
social                0.056843066543661995
money                0.056843066543661995
almost                0.0559112129937659
live                0.0559112129937659
times                0.0559112129937659
war                0.0559112129937659
view                0.0559112129937659
election                0.05497935944386981
ever                0.05497935944386981
already                0.05497935944386981
including                0.05497935944386981
leaders                0.05497935944386981
wrong                0.05497935944386981
point                0.054047505893973696
rather                0.054047505893973696
migrants                0.054047505893973696
seen                0.054047505893973696
little                0.054047505893973696
