Word                Fre/%
was                1.3240913534168666
he                1.0086199235759354
is                0.959744068248467
be                0.866435617168755
with                0.8353328001421844
said                0.8353328001421844
have                0.8042299831156137
it                0.7864569448147161
his                0.7242513107615747
has                0.6842619745845552
had                0.6220563405314138
we                0.6087265618793456
eu                0.6042833022305163
her                0.6042833022305163
will                0.6042833022305163
who                0.5331911490269262
leave                0.5287478894517018
been                0.5109748511508042
were                0.5065315915755798
are                0.4843152936994579
would                0.47098551497378477
i                0.4487692170976628
but                0.4443259575224384
mr                0.43543943837198973
which                0.43543943837198973
they                0.43099617879676533
she                0.4265529192215409
not                0.4176664000710922
referendum                0.4087798809206434
remain                0.39100684261974583
their                0.37323380431884834
vote                0.36434728516839954
per                0.35990402559317514
cent                0.3421309872922776
one                0.3243579489913801
brexit                0.3199146894161557
britain                0.30658491069048255
our                0.2843686128143606
its                0.2799253532391362
all                0.2799253532391362
people                0.2799253532391362
if                0.27548209366391185
you                0.2621523149382387
mp                0.2532657957877899
cameron                0.24882253621256556
result                0.24437927663734116
year                0.24437927663734116
party                0.23549275748689238
cox                0.23549275748689238
labour                0.23104949791166798
two                0.2266062383364436
more                0.2221629787612192
there                0.2221629787612192
when                0.2088332000355461
minister                0.2088332000355461
european                0.2043899404603217
uk                0.2043899404603217
campaign                0.2043899404603217
could                0.2043899404603217
june                0.19994668088509732
last                0.19994668088509732
how                0.19550342130987292
leader                0.19550342130987292
some                0.19550342130987292
british                0.19550342130987292
now                0.19106016173464854
so                0.18661690215942417
time                0.18217364258419977
what                0.1777303830089754
no                0.17328712343375102
country                0.17328712343375102
think                0.17328712343375102
“i                0.17328712343375102
than                0.17328712343375102
just                0.17328712343375102
being                0.17328712343375102
other                0.1688438638585266
europe                0.16440060428330222
david                0.15995734470807785
during                0.15995734470807785
my                0.15551408513285345
first                0.15107082555762907
told                0.15107082555762907
public                0.15107082555762907
back                0.1466275659824047
three                0.1466275659824047
day                0.1421843064071803
london                0.1421843064071803
years                0.1421843064071803
prime                0.1421843064071803
police                0.1421843064071803
voted                0.13329778725673155
tory                0.13329778725673155
mps                0.13329778725673155
election                0.12885452768150715
against                0.12885452768150715
ms                0.12885452768150715
political                0.12885452768150715
should                0.12885452768150715
old                0.12885452768150715
life                0.12885452768150715
very                0.12441126810628278
former                0.12441126810628278
such                0.12441126810628278
may                0.12441126810628278
east                0.12441126810628278
around                0.12441126810628278
conservative                0.12441126810628278
him                0.12441126810628278
new                0.12441126810628278
through                0.12441126810628278
family                0.12441126810628278
your                0.12441126810628278
voters                0.11996800853105838
because                0.11996800853105838
down                0.11996800853105838
including                0.11996800853105838
membership                0.11996800853105838
right                0.11996800853105838
many                0.11996800853105838
any                0.11552474895583399
yorkshire                0.11552474895583399
space                0.11552474895583399
only                0.1110814893806096
take                0.1110814893806096
need                0.10663822980538523
go                0.10663822980538523
where                0.10663822980538523
get                0.10663822980538523
rights                0.10663822980538523
while                0.10663822980538523
death                0.10663822980538523
britain’s                0.10219497023016084
together                0.10219497023016084
called                0.10219497023016084
however                0.10219497023016084
added                0.10219497023016084
us                0.10219497023016084
don’t                0.10219497023016084
polls                0.09775171065493646
those                0.09775171065493646
pro                0.09775171065493646
going                0.09775171065493646
months                0.09775171065493646
decision                0.09775171065493646
far                0.09775171065493646
scotland                0.09775171065493646
following                0.09775171065493646
case                0.09775171065493646
like                0.09775171065493646
even                0.09330845107971208
taken                0.09330845107971208
within                0.09330845107971208
union                0.09330845107971208
corbyn                0.09330845107971208
working                0.09330845107971208
made                0.09330845107971208
me                0.09330845107971208
group                0.09330845107971208
west                0.09330845107971208
given                0.09330845107971208
home                0.0888651915044877
votes                0.0888651915044877
part                0.0888651915044877
make                0.0888651915044877
government                0.0888651915044877
most                0.0888651915044877
support                0.0888651915044877
delivered                0.0888651915044877
man                0.0888651915044877
results                0.0844219319292633
expected                0.0844219319292633
way                0.0844219319292633
ahead                0.0844219319292633
work                0.0844219319292633
off                0.0844219319292633
can                0.0844219319292633
well                0.0844219319292633
come                0.0844219319292633
night                0.07997867235403892
came                0.07997867235403892
johnson                0.07997867235403892
it’s                0.07997867235403892
long                0.07997867235403892
side                0.07997867235403892
saying                0.07997867235403892
jeremy                0.07997867235403892
these                0.07997867235403892
high                0.07997867235403892
every                0.07997867235403892
between                0.07997867235403892
member                0.07997867235403892
leadership                0.07997867235403892
general                0.07553541277881454
hours                0.07553541277881454
north                0.07553541277881454
pound                0.07553541277881454
much                0.07553541277881454
put                0.07553541277881454
jobs                0.07553541277881454
manchester                0.07553541277881454
happen                0.07553541277881454
both                0.07553541277881454
constituency                0.07553541277881454
today                0.07553541277881454
cox’s                0.07553541277881454
outside                0.07553541277881454
murder                0.07553541277881454
launch                0.07553541277881454
south                0.07553541277881454
gray                0.07553541277881454
markets                0.07109215320359015
city                0.07109215320359015
across                0.07109215320359015
foreign                0.07109215320359015
hope                0.07109215320359015
clear                0.07109215320359015
says                0.07109215320359015
want                0.07109215320359015
stay                0.07109215320359015
did                0.07109215320359015
street                0.07109215320359015
secretary                0.07109215320359015
things                0.07109215320359015
areas                0.07109215320359015
never                0.07109215320359015
took                0.07109215320359015
butler                0.07109215320359015
ellie                0.07109215320359015
victory                0.06664889362836578
farage                0.06664889362836578
ukip                0.06664889362836578
suggested                0.06664889362836578
world                0.06664889362836578
cabinet                0.06664889362836578
led                0.06664889362836578
since                0.06664889362836578
england                0.06664889362836578
experts                0.06664889362836578
united                0.06664889362836578
week                0.06664889362836578
making                0.06664889362836578
job                0.06664889362836578
them                0.06664889362836578
tim                0.06664889362836578
boris                0.06220563405314139
